"","title","artists","album_name","year","season","popularity","acousticness","danceability","energy","instrumentalness","liveness","loudness","speechiness","tempo","key","mode","duration_ms","valence","time_signature","track.id","genre_1","genre_2","genre_3","genre_4","genre_5","genre_6","genre_7","genre_8"
"52","She's Thunderstorms","Arctic Monkeys","Suck It and See","2011","Summer",63,0.000518,0.505,0.898,0.00236,0.173,-4.906,0.0329,118.929,"7","1",234920,0.731,"4","5xw2cHVLw1rlDPp3cL9Zuv","garage rock","modern rock","permanent wave","rock","sheffield indie",NA,NA,NA
"53","Il Regalo Più Grande","Tiziano Ferro","Alla Mia Età","2008","Winter",60,0.576,0.401,0.669,0,0.1,-4.69,0.0449,142.095,"10","1",228600,0.31,"4","35eRQZmxwjgn7mQrsmtA4f","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"54","Steal My Girl","One Direction","FOUR (Deluxe)","2014","Autumn",82,0.00433,0.536,0.768,0,0.114,-5.948,0.0347,77.217,"10","0",228133,0.545,"4","2Bs4jQEGMycglOfWPBqrVG","boy band","pop","post-teen pop","talent show",NA,NA,NA,NA
"55","Vorrei ma non posto","J-AX","Vorrei ma non posto","2016","Spring",43,0.0482,0.698,0.72,0,0.0848,-5.95,0.0494,96.05,"9","1",227599,0.741,"4","3RokoLDR9CAiaXZX9dtJe0","italian adult pop","italian pop",NA,NA,NA,NA,NA,NA
"56","Ali sporche","Coez","Non erano fiori","2013","Summer",52,0.609,0.637,0.519,0,0.112,-6.968,0.0395,128.081,"0","1",226506,0.488,"4","4iV8nThGfzAGRJtgwa7QmG","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA,NA
"57","Pensa - Sanremo 2007","Fabrizio Moro","Pensa","2016","Winter",55,0.117,0.681,0.787,0,0.0665,-5.534,0.0335,91.991,"0","1",226063,0.633,"4","3IbgziH7YrA84GNT5CHA1F","italian adult pop",NA,NA,NA,NA,NA,NA,NA
"58","Ricchi x Sempre","Sfera Ebbasta","Rockstar","2018","Winter",65,0.196,0.599,0.734,0,0.187,-7.568,0.413,211.842,"3","0",223786,0.133,"4","0kHTkvGavvk2MjBTSUtOZx","italian hip hop","italian pop","trap italiana","trap latino",NA,NA,NA,NA
"59","Summer","Calvin Harris","Motion","2014","Autumn",84,0.0211,0.596,0.856,0.0178,0.141,-3.556,0.0346,127.949,"4","0",222533,0.743,"4","6YUTL4dYpB9xZO5qExPf05","dance pop","edm","electro house","house","pop","pop dance","progressive house","uk dance"
"60","Fotografia (feat. Francesca Michielin & Fabri Fibra)","Carl Brave","Notti Brave","2018","Spring",54,0.0438,0.707,0.539,0,0.0959,-5.321,0.169,167.125,"0","0",221413,0.423,"4","3fw3W15QK6a9UxJGgndtYu","italian adult pop","italian pop","rap napoletano","rome indie",NA,NA,NA,NA
"61","Fuck You","Lily Allen","It's Not Me, It's You","2009","Winter",58,0.0271,0.775,0.904,0.000303,0.06,-4.08,0.0437,130.009,"1","0",219893,0.84,"4","6ylAVPbjRQoNY0khgh63Jf","dance pop","electropop",NA,NA,NA,NA,NA,NA
